Number of Clients,Number of Rounds,Number of Epochs,Number of Data Poisoned Clients,Number of Model Poisoned Clients,Scale Factor,Aggregation Type,Round,Global Accuracy
10,40,3,0,0,5,dropout_mean,1,0.271
10,40,3,0,0,5,dropout_mean,2,0.251
10,40,3,0,0,5,dropout_mean,3,0.097
10,40,3,0,0,5,dropout_mean,4,0.079
10,40,3,0,0,5,dropout_mean,5,0.079
10,40,3,0,0,5,dropout_mean,6,0.089
10,40,3,0,0,5,dropout_mean,7,0.079
10,40,3,0,0,5,dropout_mean,8,0.094
10,40,3,0,0,5,dropout_mean,9,0.111
10,40,3,0,0,5,dropout_mean,10,0.102
10,40,3,0,0,5,dropout_mean,11,0.079
10,40,3,0,0,5,dropout_mean,12,0.11
10,40,3,0,0,5,dropout_mean,13,0.11
10,40,3,0,0,5,dropout_mean,14,0.104
10,40,3,0,0,5,dropout_mean,15,0.104
10,40,3,0,0,5,dropout_mean,16,0.104
10,40,3,0,0,5,dropout_mean,17,0.121
10,40,3,0,0,5,dropout_mean,18,0.121
10,40,3,0,0,5,dropout_mean,19,0.121
10,40,3,0,0,5,dropout_mean,20,0.121
10,40,3,0,0,5,dropout_mean,21,0.121
10,40,3,0,0,5,dropout_mean,22,0.121
10,40,3,0,0,5,dropout_mean,23,0.121
10,40,3,0,0,5,dropout_mean,24,0.121
10,40,3,0,0,5,dropout_mean,25,0.121
10,40,3,0,0,5,dropout_mean,26,0.121
10,40,3,0,0,5,dropout_mean,27,0.121
10,40,3,0,0,5,dropout_mean,28,0.121
10,40,3,0,0,5,dropout_mean,29,0.121
10,40,3,0,0,5,dropout_mean,30,0.121
10,40,3,0,0,5,dropout_mean,31,0.121
10,40,3,0,0,5,dropout_mean,32,0.121
10,40,3,0,0,5,dropout_mean,33,0.121
10,40,3,0,0,5,dropout_mean,34,0.121
10,40,3,0,0,5,dropout_mean,35,0.121
10,40,3,0,0,5,dropout_mean,36,0.121
10,40,3,0,0,5,dropout_mean,37,0.121
10,40,3,0,0,5,dropout_mean,38,0.121
10,40,3,0,0,5,dropout_mean,39,0.121
10,40,3,0,0,5,dropout_mean,40,0.121
